Description,Date,Credit,Debit
114-3035397-2194643,01/09/2021,7.99,
114-8520518-1061051,01/09/2021,7.99,
111-2625374-9910635,01/09/2021,13.98,
114-8276097-4159446,31/08/2021,3.99,
111-1820580-1315449,31/08/2021,11.99,
113-0523194-7087443,31/08/2021,13.99,
113-0523194-7087443,31/08/2021,13.99,
113-0523194-7087443,31/08/2021,7.99,
113-0523194-7087443,31/08/2021,7.99,
113-0523194-7087443,31/08/2021,7.99,
114-4758471-3786648,31/08/2021,7.99,
114-3324167-3260226,31/08/2021,11.99,
112-6394317-7914623,30/08/2021,13.99,
114-7661338-7427407,30/08/2021,7.99,
114-7661338-7427407,30/08/2021,7.99,
112-8908464-7950606,29/08/2021,11.99,
112-0905563-1833818,29/08/2021,7.99,
111-3922177-9491408,29/08/2021,7.99,
111-7280050-9317066,29/08/2021,7.99,
111-6244845-7609045,29/08/2021,15.99,
111-4044239-3037040,28/08/2021,11.99,
111-9744788-5356240,28/08/2021,17.99,
114-0997822-4232224,28/08/2021,7.99,
113-2663776-3697065,28/08/2021,6.99,
112-4365097-2963452,27/08/2021,23.98,
114-7535883-3916201,27/08/2021,7.99,
113-0474394-6377064,27/08/2021,11.99,
111-6518430-0153844,27/08/2021,7.99,
113-6879641-9785025,27/08/2021,17.99,
113-4281773-1296245,26/08/2021,13.99,
113-8711721-7318616,26/08/2021,7.99,
113-7447228-9008214,26/08/2021,11.99,
114-8659821-2261800,26/08/2021,11.99,
113-3522668-4225844,26/08/2021,7.99,
111-0842258-0233060,26/08/2021,7.99,
114-3379951-6373816,26/08/2021,7.99,
113-0446063-0649046,25/08/2021,13.99,
114-2792618-4605817,25/08/2021,7.99,
111-0943047-3947458,25/08/2021,9.99,
112-7793810-8873030,25/08/2021,7.99,
112-2666236-9357800,25/08/2021,7.99,
114-4418136-7400203,25/08/2021,6.99,
114-1212159-8754646,25/08/2021,23.63,
112-1757077-8855432,25/08/2021,11.99,
111-3668227-1342620,25/08/2021,7.99,
111-4687189-5375446,25/08/2021,9.99,
112-9399390-1689010,24/08/2021,12.78,
111-9030972-1324264,24/08/2021,7.99,
111-9030972-1324264,24/08/2021,7.99,
114-7093521-6921865,24/08/2021,11.99,
112-8991330-7469857,24/08/2021,7.99,
113-4927136-0205829,24/08/2021,7.99,
113-4927136-0205829,24/08/2021,7.99,
113-4927136-0205829,24/08/2021,7.99,
112-9129760-8121838,24/08/2021,7.99,
112-0640146-9817858,24/08/2021,15.98,
111-6504933-7130644,24/08/2021,7.99,
111-7647432-0264220,24/08/2021,8.16,
114-2386269-5021064,24/08/2021,7.99,
112-4661476-2428222,23/08/2021,7.99,
114-2511776-2704217,23/08/2021,23.98,
112-8559671-1430617,23/08/2021,7.99,
113-0291642-7171470,23/08/2021,17.99,
111-8653465-6765863,23/08/2021,11.99,
112-5082118-7759440,23/08/2021,9.99,
114-9112602-8114623,23/08/2021,6.99,
114-9112602-8114623,23/08/2021,7.99,
112-3950891-3298669,23/08/2021,7.99,
111-1512676-8373065,22/08/2021,7.99,
113-5090840-4306645,22/08/2021,7.99,
111-4200422-4659416,22/08/2021,11.99,
112-2149940-7072219,22/08/2021,9.76,
111-1235099-3866646,22/08/2021,7.99,
113-3404155-9353840,21/08/2021,11.99,
112-5634303-3695417,21/08/2021,17.99,
111-1768374-7859444,21/08/2021,7.99,
111-0340913-5194666,21/08/2021,15.98,
112-3310369-9697849,20/08/2021,7.99,
111-1899976-5617046,20/08/2021,7.99,
112-6064652-1917859,20/08/2021,17.98,
112-5628813-1229038,20/08/2021,13.98,
111-2471756-9058645,20/08/2021,7.99,
114-3094957-2199467,20/08/2021,7.99,
114-3094957-2199467,20/08/2021,7.99,
113-8708073-5863426,20/08/2021,13.99,
112-2873148-1609840,20/08/2021,11.99,
113-6853789-5763416,20/08/2021,7.99,
114-6014614-7761065,19/08/2021,7.99,
114-1450277-5566609,19/08/2021,7.99,
114-2081133-2133023,19/08/2021,13.99,
112-4652586-7376266,19/08/2021,7.99,
111-0989179-6198645,19/08/2021,13.99,
112-5084350-3467442,19/08/2021,17.22,
112-0244600-8312261,19/08/2021,7.99,
112-4074684-2132224,18/08/2021,7.99,
112-0687345-7665854,18/08/2021,7.99,
113-8608312-8291450,18/08/2021,7.99,
113-8608312-8291450,18/08/2021,7.99,
113-8608312-8291450,18/08/2021,13.99,
114-5693742-0361005,18/08/2021,7.99,
111-5130696-2237006,17/08/2021,7.99,
113-2936908-8360207,17/08/2021,7.99,
113-8284080-1327414,17/08/2021,13.99,
113-7290090-8347451,17/08/2021,27.97,
112-6384833-9527432,17/08/2021,7.99,
112-8624602-7894611,17/08/2021,7.99,
113-2625432-2406626,17/08/2021,17.98,
111-2602965-6239458,17/08/2021,13.99,
114-2947288-2019434,17/08/2021,7.99,
114-5667902-0489040,17/08/2021,7.99,
113-3273541-0049053,17/08/2021,7.99,
113-3273541-0049053,17/08/2021,7.99,
114-8377230-8070638,16/08/2021,19.99,
114-7380904-0775440,16/08/2021,7.99,
112-3634115-9312247,16/08/2021,7.99,
113-0928394-4467433,16/08/2021,7.99,
113-0713956-5319445,16/08/2021,7.99,
114-4971288-6017061,16/08/2021,11.99,
111-8600242-9919456,15/08/2021,7.99,
113-1566104-7013038,15/08/2021,7.99,
111-7823661-0209810,15/08/2021,7.99,
112-1173113-1872225,15/08/2021,7.99,
114-4967586-0869837,15/08/2021,7.99,
112-1657047-1431411,15/08/2021,7.99,
113-7909514-6725009,14/08/2021,7.99,
113-5707177-8752257,14/08/2021,11.99,
113-5188546-1844236,14/08/2021,7.99,
113-0613085-8502606,14/08/2021,7.99,
114-9086132-3049056,14/08/2021,7.99,
114-7413366-3761858,14/08/2021,7.99,
111-9361637-7134626,14/08/2021,7.99,
111-9361637-7134626,14/08/2021,7.99,
112-3254902-0321810,14/08/2021,7.99,
114-0079754-2954637,14/08/2021,7.99,
112-2727536-7211469,14/08/2021,15.99,
112-9320373-8797044,14/08/2021,13.99,
112-3681429-1897863,13/08/2021,7.99,
114-4642155-5569813,13/08/2021,15.98,
113-2389070-2036218,13/08/2021,7.99,
114-3452961-1709066,13/08/2021,7.99,
114-0104336-2516269,13/08/2021,7.99,
112-4793042-9694669,13/08/2021,7.99,
112-4793042-9694669,13/08/2021,7.99,
112-4793042-9694669,13/08/2021,7.99,
112-4793042-9694669,13/08/2021,7.99,
111-4937088-7493008,13/08/2021,7.99,
111-7059870-1598635,12/08/2021,7.99,
111-5284588-9737002,12/08/2021,7.99,
112-0102704-5878633,12/08/2021,15.98,
113-1356673-1933829,12/08/2021,7.99,
111-9356102-4958630,12/08/2021,19.99,
114-3643023-6833012,12/08/2021,13.99,
114-6930078-0451447,12/08/2021,13.99,
112-7603270-7491459,12/08/2021,7.99,
112-7603270-7491459,12/08/2021,7.99,
112-6836017-5268265,12/08/2021,7.99,
114-2083495-9318620,12/08/2021,13.99,
111-5946621-6977850,12/08/2021,7.99,
113-7182113-6777023,12/08/2021,7.99,
113-4287573-6041003,12/08/2021,11.99,
113-7547060-9368219,12/08/2021,7.99,
113-2868768-3466627,11/08/2021,7.99,
113-0474258-0145056,11/08/2021,7.99,
111-0386658-2522667,11/08/2021,7.99,
114-6862807-3881841,11/08/2021,7.99,
112-8769043-9149066,11/08/2021,7.99,
112-6083846-8657805,11/08/2021,7.99,
112-2893065-0649837,11/08/2021,7.99,
113-0913640-5738647,11/08/2021,13.99,
111-7933200-4117044,11/08/2021,7.99,
113-8602488-3326645,11/08/2021,7.99,
111-7238252-9533046,10/08/2021,7.99,
112-6488804-5353004,10/08/2021,19.99,
111-6417170-4095462,10/08/2021,7.99,
113-3303359-7579412,10/08/2021,15.99,
114-2068576-5192247,10/08/2021,7.99,
114-0261416-0308278,10/08/2021,19.99,
112-5749242-3905857,10/08/2021,7.99,
112-7777296-6789051,10/08/2021,3.99,
112-3872051-2296215,10/08/2021,15.98,
112-8824428-2647452,09/08/2021,19.99,
113-2568207-5277056,09/08/2021,11.99,
113-2569277-9612233,09/08/2021,17.98,
112-1840169-7497849,09/08/2021,7.99,
111-5629321-6893008,09/08/2021,11.99,
112-2984438-2803464,09/08/2021,7.99,
112-2984438-2803464,09/08/2021,7.99,
111-2503589-8570660,09/08/2021,7.99,
111-1610251-9853804,09/08/2021,7.99,
114-4242442-6991444,09/08/2021,7.99,
111-2663978-8658634,09/08/2021,7.99,
111-2663978-8658634,09/08/2021,7.99,
111-2663978-8658634,09/08/2021,13.99,
113-5203174-4683431,09/08/2021,7.99,
114-9122484-5057016,08/08/2021,7.99,
112-3258364-3003457,08/08/2021,7.99,
113-8777952-4925821,07/08/2021,7.99,
113-7355361-9735456,07/08/2021,13.99,
114-4248927-7940252,07/08/2021,7.99,
112-6535042-6523434,07/08/2021,15.98,
112-5132648-7307461,07/08/2021,7.99,
114-3100551-7065038,06/08/2021,13.99,
114-3100551-7065038,06/08/2021,7.99,
112-9961362-7526654,06/08/2021,13.99,
113-1867618-8955448,06/08/2021,7.99,
113-7251434-3061809,06/08/2021,13.99,
113-4084832-3879466,06/08/2021,13.99,
112-7615853-9447448,06/08/2021,7.99,
112-3939344-4377829,06/08/2021,7.99,
114-5377246-8720215,05/08/2021,7.99,
113-0873217-7033835,05/08/2021,19.99,
112-8132029-4630607,05/08/2021,19.99,
111-8799059-7884257,05/08/2021,19.99,
112-2548884-9340200,05/08/2021,13.99,
112-9370921-7674657,05/08/2021,7.99,
112-0880844-4012214,05/08/2021,13.99,
111-4230584-2528256,05/08/2021,8.07,
112-5464417-3450623,05/08/2021,13.99,
114-7339485-6348205,04/08/2021,7.99,
111-3056419-4349851,04/08/2021,7.99,
114-2401734-3053029,04/08/2021,7.99,
114-2096963-8661859,04/08/2021,11.99,
112-5263494-6617044,04/08/2021,7.99,
113-4143815-9993831,03/08/2021,7.99,
114-5143130-5214641,03/08/2021,19.99,
112-9180458-8960236,03/08/2021,7.99,
112-8186162-2278637,03/08/2021,13.99,
114-4201926-1817814,03/08/2021,13.99,
112-1228836-7313852,03/08/2021,7.99,
112-6775231-1882610,03/08/2021,7.99,
111-7186921-0369017,03/08/2021,13.99,
114-0903880-1522603,03/08/2021,7.99,
112-1740760-8228263,03/08/2021,7.99,
111-3424774-1573854,03/08/2021,7.99,
113-3990220-6772258,03/08/2021,13.99,
111-2269952-8643448,03/08/2021,7.99,
111-2269952-8643448,03/08/2021,7.99,
111-2269952-8643448,03/08/2021,7.99,
111-2269952-8643448,03/08/2021,7.99,
111-2269952-8643448,03/08/2021,7.99,
111-2269952-8643448,03/08/2021,7.99,
111-2269952-8643448,03/08/2021,7.99,
111-2269952-8643448,03/08/2021,7.99,
112-1241901-6033064,03/08/2021,13.99,
113-1536698-9069824,02/08/2021,7.99,
113-0237159-6126628,02/08/2021,7.99,
114-9112073-0954666,02/08/2021,7.99,
114-9089678-4725049,02/08/2021,7.99,
112-0724996-6473019,02/08/2021,7.99,
111-1534915-2433064,02/08/2021,7.99,
111-1944917-0923402,02/08/2021,19.99,
112-5736241-3126605,02/08/2021,7.99,
113-4710965-8796226,02/08/2021,7.99,
111-6356411-2769861,02/08/2021,15.98,
111-6356411-2769861,02/08/2021,15.98,
111-6356411-2769861,02/08/2021,7.99,
111-2342803-7535465,02/08/2021,15.98,
113-9147263-2788218,02/08/2021,15.99,
113-6802707-3237052,02/08/2021,15.98,
111-5633519-4895406,02/08/2021,13.99,
112-1013314-9893841,02/08/2021,7.99,
112-1013314-9893841,02/08/2021,7.99,
111-6421188-7893021,02/08/2021,9.05,
114-7239615-2215461,02/08/2021,7.99,
114-5555874-5782658,01/08/2021,15.98,
114-3934111-9264234,01/08/2021,15.98,
114-7364856-2736235,01/08/2021,13.99,
112-7506100-7869064,01/08/2021,7.99,
113-4491161-1825064,01/08/2021,7.99,
113-9370489-0394652,01/08/2021,7.99,
114-3993069-0429025,01/08/2021,7.99,
113-2972329-8668216,01/08/2021,15.98,
112-6023475-1713046,01/08/2021,25.98,
113-4351259-1701854,01/08/2021,7.99,
112-9083206-3473003,01/08/2021,7.99,
