Description,Date,Credit,Debit
112-5826316-8321022,28/07/2021,13.99,
114-9591381-0968243,28/07/2021,19.99,
113-3988859-4132267,28/07/2021,11.99,
112-5062875-8325847,28/07/2021,7.99,
112-4986794-1581028,28/07/2021,7.99,
114-6035980-7073845,28/07/2021,7.99,
114-4790904-9861800,27/07/2021,7.99,
112-6523233-5689801,27/07/2021,13.99,
111-0944621-8610622,27/07/2021,15.99,
114-2675810-4976233,27/07/2021,13.99,
113-9679485-2738658,27/07/2021,13.99,
111-1105181-6131410,27/07/2021,6.99,
114-0269397-1416200,27/07/2021,6.99,
113-2171224-9259429,27/07/2021,13.99,
114-6574498-5532239,27/07/2021,7.99,
114-0331945-8801856,27/07/2021,19.99,
114-9639999-7495458,27/07/2021,7.99,
114-9639999-7495458,27/07/2021,7.99,
114-9639999-7495458,27/07/2021,7.99,
114-7995422-8433841,27/07/2021,7.99,
114-9985153-6523405,26/07/2021,7.99,
111-7966531-9707451,26/07/2021,6.99,
112-7017002-1611413,26/07/2021,13.99,
111-7208971-4902637,26/07/2021,19.99,
111-6557800-5437031,26/07/2021,7.99,
111-6557800-5437031,26/07/2021,7.99,
114-3531064-8579446,26/07/2021,7.99,
111-7364592-2880252,26/07/2021,7.99,
112-7490102-7081009,26/07/2021,6.99,
113-2063730-3351423,26/07/2021,7.99,
112-4977020-2311408,26/07/2021,7.99,
113-3840842-8539407,26/07/2021,6.99,
114-9379638-1459400,26/07/2021,6.99,
114-5944852-2617050,25/07/2021,19.99,
112-1834363-6192258,25/07/2021,19.99,
114-8282470-5458608,24/07/2021,6.99,
114-1517729-9997026,24/07/2021,7.99,
111-7730779-9021817,24/07/2021,7.99,
111-9831322-6037031,24/07/2021,13.99,
111-3617866-6022602,24/07/2021,7.99,
112-8390010-8050615,24/07/2021,19.99,
114-0025786-9345068,24/07/2021,7.99,
112-7862870-5957839,24/07/2021,7.99,
114-9424188-5946619,24/07/2021,13.99,
111-4274539-3795413,24/07/2021,13.98,
112-0337915-4916226,24/07/2021,7.99,
113-2741515-4266622,24/07/2021,7.99,
111-5219282-7476216,24/07/2021,6.99,
112-8460019-8424245,24/07/2021,7.99,
111-3993823-3724226,24/07/2021,7.99,
111-7270512-6565038,23/07/2021,7.99,
112-9027748-4889037,23/07/2021,7.99,
113-0496555-4973050,23/07/2021,7.99,
113-2905642-6594604,23/07/2021,3.99,
113-2905642-6594604,23/07/2021,3.99,
113-2614245-8119407,23/07/2021,19.99,
114-9140177-4621839,23/07/2021,6.99,
113-7869694-9565801,22/07/2021,6.99,
112-3617541-9727445,22/07/2021,17.98,
113-6967355-0058612,22/07/2021,7.99,
113-5189939-7359437,22/07/2021,7.99,
111-7170066-2199407,22/07/2021,8.99,
111-7170066-2199407,22/07/2021,8.99,
113-8501688-7345869,22/07/2021,41.97,
112-7313569-7777850,22/07/2021,7.99,
112-7313569-7777850,22/07/2021,7.99,
114-7946057-5251433,22/07/2021,17.98,
111-1396620-7315433,21/07/2021,7.99,
111-2073639-1472219,21/07/2021,3.99,
111-9695443-0264253,21/07/2021,6.99,
114-3870813-8482651,21/07/2021,7.99,
114-9254803-2010652,21/07/2021,7.99,
111-4702442-2314669,21/07/2021,13.99,
113-7475735-1018633,20/07/2021,7.99,
113-7818747-3365001,20/07/2021,13.98,
111-5503179-0511462,20/07/2021,17.98,
114-9729062-4693063,20/07/2021,13.99,
112-0342766-0426679,20/07/2021,19.99,
113-7934834-4680228,20/07/2021,0.00,
114-4369191-4678638,20/07/2021,13.99,
111-0517855-7665853,20/07/2021,7.99,
113-3095491-7074654,19/07/2021,11.99,
111-4688180-0393000,18/07/2021,19.99,
111-4588057-5819463,18/07/2021,13.99,
113-6937300-5773006,18/07/2021,7.99,
111-3383323-2308202,18/07/2021,17.98,
113-5789065-3021040,18/07/2021,27.66,
113-2334035-4536248,18/07/2021,7.99,
111-5745507-2444234,17/07/2021,7.99,
113-8228577-0319421,17/07/2021,25.97,
114-7419166-5644266,17/07/2021,13.99,
111-0436519-9252238,17/07/2021,7.99,
113-9314370-5764234,17/07/2021,13.99,
111-3343292-7435465,17/07/2021,7.99,
111-9811160-0809065,16/07/2021,7.99,
111-7112998-0609013,16/07/2021,6.99,
114-5251104-2867457,16/07/2021,7.99,
112-8825251-2275442,16/07/2021,7.99,
111-6158536-9653832,16/07/2021,7.99,
111-2455402-3534666,16/07/2021,13.99,
111-3582175-6785814,16/07/2021,37.99,
111-4206618-5923453,16/07/2021,12.79,
112-9406740-5566610,15/07/2021,7.99,
112-4476478-8150613,15/07/2021,6.99,
112-4476478-8150613,15/07/2021,7.99,
112-4476478-8150613,15/07/2021,7.99,
112-4476478-8150613,15/07/2021,7.99,
113-4084015-0252230,15/07/2021,17.98,
112-9072119-9339446,15/07/2021,7.99,
112-1727356-1425806,15/07/2021,25.97,
112-8696762-0163420,15/07/2021,7.99,
111-5926942-9573813,15/07/2021,13.99,
111-0889550-7261812,15/07/2021,13.99,
113-3896414-4068268,15/07/2021,0.00,
113-9156507-4161858,14/07/2021,13.99,
113-9156507-4161858,14/07/2021,3.99,
114-3362293-9105011,14/07/2021,17.98,
113-1362765-9863432,14/07/2021,13.99,
111-6298937-2016263,14/07/2021,13.99,
111-8376039-8392254,13/07/2021,7.99,
111-3081354-1187417,13/07/2021,13.99,
112-9456807-9565036,13/07/2021,23.98,
113-5863021-5965823,13/07/2021,15.98,
112-2777210-5641814,12/07/2021,7.99,
114-2236157-3926637,12/07/2021,17.98,
114-0223332-4721024,11/07/2021,6.99,
113-8772926-0705017,11/07/2021,3.99,
113-8772926-0705017,11/07/2021,3.99,
113-3984179-7673028,11/07/2021,11.99,
113-3984179-7673028,11/07/2021,7.99,
113-0974497-1952222,11/07/2021,7.99,
114-5250118-6939448,11/07/2021,7.99,
113-9848352-4581059,11/07/2021,0.00,
113-9522249-6271437,11/07/2021,11.99,
112-0732500-7405848,11/07/2021,13.99,
112-5390023-3703420,11/07/2021,13.99,
112-4935727-0606631,11/07/2021,23.98,
111-4025094-3669808,11/07/2021,7.99,
114-3530928-3416208,10/07/2021,19.98,
113-5921518-0983441,10/07/2021,7.99,
111-5268793-4525058,10/07/2021,11.99,
113-6155703-0610653,09/07/2021,13.99,
111-1689539-5797047,09/07/2021,11.99,
114-2654199-0948206,09/07/2021,7.99,
112-2244872-1541062,09/07/2021,13.99,
111-4998804-3037826,09/07/2021,11.99,
113-5408931-2321856,09/07/2021,13.99,
111-0425912-4232255,08/07/2021,13.99,
112-8921097-1754631,08/07/2021,7.99,
112-4775784-5677026,08/07/2021,7.99,
113-8054671-5766625,08/07/2021,11.99,
111-1046386-9058628,08/07/2021,17.98,
111-7197303-8569842,08/07/2021,17.98,
111-9046754-6866626,08/07/2021,7.99,
111-0014487-3173878,08/07/2021,7.99,
111-9290310-3464235,08/07/2021,7.99,
113-5640532-0677014,07/07/2021,7.99,
113-5640532-0677014,07/07/2021,13.99,
111-3393678-8317047,07/07/2021,29.98,
112-4878918-0775449,07/07/2021,7.99,
112-4878918-0775449,07/07/2021,13.99,
113-2220412-2509800,07/07/2021,7.99,
112-7224757-5087446,07/07/2021,7.99,
114-6840446-6821813,07/07/2021,6.99,
112-8410633-6054653,07/07/2021,23.98,
112-4312086-6690623,07/07/2021,13.99,
112-3551127-6985837,05/07/2021,6.99,
112-7789805-4181004,05/07/2021,7.99,
112-7784790-5766617,05/07/2021,13.99,
113-9639953-3858619,05/07/2021,6.99,
113-9639953-3858619,05/07/2021,7.99,
111-8978430-9393025,05/07/2021,13.99,
112-9559899-7775457,04/07/2021,7.99,
114-9846795-2341819,04/07/2021,7.99,
112-0015239-7145812,04/07/2021,7.99,
112-0015239-7145812,04/07/2021,7.99,
112-4743618-7445817,04/07/2021,7.99,
111-7606121-3276205,03/07/2021,27.83,
112-7365876-9523462,03/07/2021,7.99,
112-3106329-2989829,03/07/2021,13.32,
112-3106329-2989829,03/07/2021,11.65,
112-3163977-6336213,03/07/2021,15.98,
114-7621540-7201037,03/07/2021,7.99,
111-7599540-3130643,03/07/2021,7.99,
114-6279175-4100209,03/07/2021,7.99,
111-6589424-8416252,03/07/2021,7.99,
111-5804866-2990648,03/07/2021,7.99,
114-0527104-4615448,03/07/2021,29.98,
111-2463501-5034656,03/07/2021,11.99,
112-4175592-1586646,03/07/2021,21.98,
112-3000685-8637817,02/07/2021,7.99,
111-6982791-0967458,02/07/2021,7.99,
111-6982791-0967458,02/07/2021,7.99,
113-9529542-0559443,02/07/2021,7.99,
113-9936590-4033001,02/07/2021,7.99,
111-6973133-2985837,02/07/2021,23.98,
113-0122951-7081059,01/07/2021,13.99,
112-1062783-4537003,01/07/2021,13.99,
111-6705424-3276206,01/07/2021,7.99,
