Description,Date,Credit,Debit
111-2965195-2385831,27/12/2021,7.99,
113-2467658-5969858,27/12/2021,6.99,
111-7272359-8755415,27/12/2021,7.99,
113-3637180-6979445,26/12/2021,7.99,
112-5651187-8966619,26/12/2021,7.99,
113-5062233-9615453,26/12/2021,7.99,
111-9894521-7922604,25/12/2021,7.99,
112-7560643-6557868,24/12/2021,17.98,
113-5504957-6488210,24/12/2021,6.99,
111-3522712-7218663,24/12/2021,7.99,
111-5057332-8629856,23/12/2021,6.99,
111-5057332-8629856,23/12/2021,7.99,
113-2685051-8537864,23/12/2021,7.99,
114-9980711-9657850,23/12/2021,13.99,
114-9980711-9657850,23/12/2021,13.99,
114-5761850-3321054,23/12/2021,11.99,
111-7729434-3466625,22/12/2021,7.99,
114-3121106-4210602,22/12/2021,7.99,
113-0145870-8815461,22/12/2021,7.99,
114-3288330-0636250,22/12/2021,7.99,
114-0615103-1898646,21/12/2021,7.99,
112-2589403-3409869,21/12/2021,7.99,
112-2589403-3409869,21/12/2021,7.99,
112-2627902-0314645,21/12/2021,13.99,
114-0936598-2145836,21/12/2021,8.34,
114-2164624-0879405,21/12/2021,7.99,
113-0066993-4089047,21/12/2021,6.99,
113-0066993-4089047,21/12/2021,7.99,
114-7070672-3098602,21/12/2021,7.99,
112-5610039-3796229,20/12/2021,7.99,
113-7572480-9633067,20/12/2021,13.99,
114-2591041-8582604,20/12/2021,6.99,
112-1616805-4843409,20/12/2021,6.99,
111-8863996-8084240,19/12/2021,7.99,
111-4735155-0431460,19/12/2021,7.99,
112-0454404-7752206,19/12/2021,6.99,
112-9839896-4102641,19/12/2021,7.99,
111-4602848-2933047,18/12/2021,7.99,
112-5249841-1789047,18/12/2021,7.99,
113-4303353-1866655,18/12/2021,7.99,
111-2536249-9469821,18/12/2021,6.99,
111-2536249-9469821,18/12/2021,7.99,
114-1432064-9761063,18/12/2021,7.99,
112-8332056-9640231,18/12/2021,7.99,
111-8492260-1872231,18/12/2021,7.99,
112-7889509-1405861,18/12/2021,7.99,
114-3983324-9236238,18/12/2021,6.99,
114-0617088-2154603,18/12/2021,7.99,
111-4917266-7116239,18/12/2021,7.99,
114-1762063-2993004,18/12/2021,7.99,
114-1762063-2993004,18/12/2021,7.99,
114-6264335-0349846,18/12/2021,7.99,
114-8031407-8103457,17/12/2021,7.99,
114-3712569-5505856,17/12/2021,13.99,
111-1784146-1834654,17/12/2021,7.99,
111-1784146-1834654,17/12/2021,7.99,
111-1784146-1834654,17/12/2021,6.99,
111-7259484-1558630,17/12/2021,7.99,
114-7578750-2361864,17/12/2021,6.99,
113-6213318-8178634,17/12/2021,7.99,
113-8349052-0874647,17/12/2021,27.27,
114-6584904-8469005,17/12/2021,7.99,
111-8784147-5335443,17/12/2021,7.99,
112-3968700-2712223,17/12/2021,7.99,
111-6804774-7102640,16/12/2021,7.99,
113-3801042-0038631,16/12/2021,13.99,
113-6028461-6184264,16/12/2021,7.99,
111-2716172-1319469,16/12/2021,7.99,
114-5776800-2719441,16/12/2021,7.99,
111-0446677-0137862,16/12/2021,7.99,
113-3661024-9405826,16/12/2021,15.98,
111-4001414-3223426,16/12/2021,7.99,
113-6513284-6414656,16/12/2021,13.99,
112-2991902-9035465,16/12/2021,13.99,
112-2991902-9035465,16/12/2021,13.99,
113-0670739-7277832,16/12/2021,7.99,
111-9218490-4651458,15/12/2021,7.99,
111-5296937-1622610,15/12/2021,7.99,
111-5296937-1622610,15/12/2021,7.99,
111-0942008-4857816,15/12/2021,23.98,
114-4532938-2709005,15/12/2021,6.99,
111-3833235-8673829,15/12/2021,7.99,
112-9935838-7995442,15/12/2021,7.99,
112-9935838-7995442,15/12/2021,7.99,
113-7384946-6255464,15/12/2021,7.99,
113-8456626-4705858,15/12/2021,7.99,
113-8315645-7093851,15/12/2021,7.99,
114-3385348-7413828,14/12/2021,7.99,
114-3385348-7413828,14/12/2021,7.99,
112-2338850-7315411,14/12/2021,7.99,
111-7405823-0152260,14/12/2021,7.99,
113-6501938-6095467,13/12/2021,7.99,
113-7324462-0953822,13/12/2021,15.98,
112-8739830-2877011,13/12/2021,7.99,
113-4430464-2124256,13/12/2021,7.99,
111-9811674-7581042,13/12/2021,7.99,
112-5446986-8581030,13/12/2021,8.76,
111-5814593-2213051,13/12/2021,7.99,
111-6606835-6496249,13/12/2021,7.99,
112-7496193-6600224,13/12/2021,7.99,
112-7496193-6600224,13/12/2021,7.99,
111-2809475-8927462,12/12/2021,23.98,
113-8976783-6949050,12/12/2021,10.17,
114-8121698-4875451,12/12/2021,6.99,
111-5067166-2223406,12/12/2021,6.99,
111-5067166-2223406,12/12/2021,7.99,
113-8923948-3387462,12/12/2021,7.99,
112-5220959-2631450,11/12/2021,7.99,
112-5220959-2631450,11/12/2021,6.99,
112-5220959-2631450,11/12/2021,7.99,
113-2728126-2401861,11/12/2021,7.99,
113-1667377-3611464,11/12/2021,25.97,
112-4034793-2959454,11/12/2021,7.99,
113-8910816-4466642,10/12/2021,23.98,
114-9038712-9597068,10/12/2021,7.99,
113-5078772-0870642,10/12/2021,6.99,
112-1830760-9326667,10/12/2021,6.99,
112-1830760-9326667,10/12/2021,6.99,
113-3244373-0771400,10/12/2021,7.99,
112-1855572-0716253,10/12/2021,13.99,
112-3640054-5601829,10/12/2021,18.99,
111-6736429-7353837,10/12/2021,13.99,
112-3374843-4417028,10/12/2021,23.98,
112-0329346-0665025,10/12/2021,7.99,
113-3769896-0336265,09/12/2021,7.99,
114-6774719-9977852,09/12/2021,27.20,
114-9465605-2628269,09/12/2021,15.98,
113-5799380-9237849,08/12/2021,7.99,
113-2176767-2818609,08/12/2021,7.99,
113-2176767-2818609,08/12/2021,6.99,
113-2176767-2818609,08/12/2021,7.99,
113-8415124-8429056,08/12/2021,7.99,
113-7682307-7227401,08/12/2021,6.99,
111-8780517-8754607,08/12/2021,7.99,
113-5629628-5777844,07/12/2021,7.99,
111-6437699-0277846,07/12/2021,7.99,
114-2130186-9705000,07/12/2021,7.99,
114-7416927-7260201,07/12/2021,17.98,
111-5178130-5311451,06/12/2021,13.99,
114-4768454-9616252,06/12/2021,25.98,
114-4390407-7718641,06/12/2021,13.99,
114-0000340-4413066,06/12/2021,13.99,
113-8735181-2232267,06/12/2021,7.99,
112-4739917-3500222,06/12/2021,7.99,
112-1572663-5173829,06/12/2021,6.99,
111-6124640-8906661,06/12/2021,6.99,
111-6124640-8906661,06/12/2021,7.99,
111-6124640-8906661,06/12/2021,7.99,
111-7912428-5469069,06/12/2021,7.99,
114-6436267-2473863,05/12/2021,6.99,
112-9031148-1450613,05/12/2021,6.99,
114-5172456-7541867,05/12/2021,7.99,
114-9252654-9811461,05/12/2021,7.99,
113-7588378-8041847,04/12/2021,13.99,
113-9084583-3533862,04/12/2021,7.99,
111-4228899-8062655,04/12/2021,7.99,
113-7226157-7061028,04/12/2021,7.99,
112-6376292-5030655,04/12/2021,15.98,
112-0352677-3027411,03/12/2021,7.99,
113-8579891-1942607,03/12/2021,7.99,
111-8240366-2295439,03/12/2021,7.99,
113-0612370-7143429,03/12/2021,7.99,
114-6543190-6366607,03/12/2021,19.98,
112-3563442-5457066,02/12/2021,7.99,
113-1614795-9737069,02/12/2021,7.99,
113-1614795-9737069,02/12/2021,7.99,
112-8047891-5880246,01/12/2021,6.99,
113-1694076-2761863,01/12/2021,7.99,
113-3999100-2465831,01/12/2021,7.99,
114-9843780-9433020,01/12/2021,7.99,
