Description,Date,Credit,Debit
114-0524636-3461865,12/09/2021,13.99,
112-8505172-1632222,12/09/2021,22.64,
112-8505172-1632222,12/09/2021,11.32,
112-6784232-5070601,12/09/2021,7.99,
112-0195367-8407435,12/09/2021,7.99,
113-1284547-0168263,11/09/2021,11.99,
114-5157972-1435448,11/09/2021,11.99,
111-0588440-8168226,11/09/2021,11.99,
113-8577203-3823462,11/09/2021,17.98,
113-7127643-4724225,10/09/2021,6.99,
113-9129909-0241069,10/09/2021,7.99,
113-8470905-9706622,10/09/2021,12.98,
113-8470905-9706622,10/09/2021,12.99,
111-3156644-4080212,10/09/2021,15.99,
114-4168214-0455464,10/09/2021,7.99,
112-4728826-8833827,09/09/2021,11.99,
111-9415696-1657831,09/09/2021,13.99,
114-6639531-4707409,09/09/2021,7.99,
114-5586393-9709040,09/09/2021,6.99,
111-8689134-9526639,09/09/2021,15.00,
111-8689134-9526639,09/09/2021,15.00,
111-8689134-9526639,09/09/2021,8.93,
111-8689134-9526639,09/09/2021,17.86,
113-1908291-3110609,09/09/2021,16.98,
111-5077514-6175421,09/09/2021,7.99,
111-4237463-0603439,08/09/2021,11.99,
113-1779559-3943454,08/09/2021,13.99,
114-9581510-1173838,08/09/2021,7.99,
114-6448329-2464264,08/09/2021,23.98,
112-9209436-0025816,07/09/2021,17.99,
114-2659590-6636258,07/09/2021,7.99,
113-3229025-3293000,07/09/2021,13.99,
114-6746140-8489037,07/09/2021,11.99,
114-6746140-8489037,07/09/2021,17.99,
114-1373402-9206657,06/09/2021,7.99,
111-8548129-5361004,06/09/2021,6.99,
112-9221249-1150617,06/09/2021,23.97,
112-9221249-1150617,06/09/2021,7.99,
112-9221249-1150617,06/09/2021,7.99,
112-9221249-1150617,06/09/2021,7.99,
112-9221249-1150617,06/09/2021,13.99,
111-1402492-6801862,06/09/2021,7.99,
113-6995771-4574627,06/09/2021,7.99,
113-4220777-1781026,05/09/2021,11.99,
113-9514848-8448202,05/09/2021,13.99,
112-4728976-2068242,05/09/2021,13.99,
112-2608397-2379460,05/09/2021,7.99,
114-4982372-0256250,05/09/2021,23.98,
113-3015538-6062665,05/09/2021,11.99,
113-4702260-6969068,05/09/2021,7.99,
111-2068195-5008203,05/09/2021,7.99,
112-6647309-4421033,05/09/2021,13.99,
113-7183663-5713018,04/09/2021,7.99,
113-6976918-9585050,04/09/2021,7.99,
111-6232340-7724251,04/09/2021,3.99,
111-7116828-4121841,04/09/2021,7.99,
111-8942078-2203421,04/09/2021,6.99,
112-8251683-1422634,04/09/2021,7.99,
113-4657536-1566659,04/09/2021,11.99,
113-5505441-4243461,03/09/2021,7.99,
111-2536433-7417034,03/09/2021,13.99,
114-8467946-2551434,03/09/2021,7.99,
114-8467946-2551434,03/09/2021,7.99,
114-8467946-2551434,03/09/2021,7.99,
114-6002004-9561839,03/09/2021,13.99,
114-2135132-0652234,03/09/2021,13.82,
112-4263288-7259468,02/09/2021,7.99,
112-4263288-7259468,02/09/2021,15.98,
112-4263288-7259468,02/09/2021,7.99,
112-4263288-7259468,02/09/2021,15.98,
112-4263288-7259468,02/09/2021,7.99,
112-4263288-7259468,02/09/2021,7.99,
112-4263288-7259468,02/09/2021,11.99,
112-4263288-7259468,02/09/2021,13.99,
112-4263288-7259468,02/09/2021,13.99,
112-4263288-7259468,02/09/2021,7.99,
112-4263288-7259468,02/09/2021,13.99,
112-4263288-7259468,02/09/2021,15.99,
111-1154316-8904216,02/09/2021,6.99,
111-7341307-9554662,02/09/2021,17.98,
112-2449008-4447465,02/09/2021,11.99,
114-6610865-1598622,02/09/2021,7.99,
114-6610865-1598622,02/09/2021,7.99,
114-6610865-1598622,02/09/2021,7.99,
112-2719732-5559428,02/09/2021,7.99,
113-7792548-4801868,02/09/2021,7.99,
113-8135712-4108203,02/09/2021,7.99,
114-4765253-4420266,01/09/2021,6.99,
112-7516797-1613809,01/09/2021,16.98,
113-0932128-2482648,01/09/2021,9.99,
