Description,Date,Credit,Debit
112-9045272-2348254,27/10/2021,6.99,
112-0481113-9077824,27/10/2021,7.99,
112-0481113-9077824,27/10/2021,6.99,
114-1668393-1424207,27/10/2021,7.99,
111-8338393-6194643,26/10/2021,7.99,
114-5993959-9795460,26/10/2021,6.99,
114-4996226-6385068,26/10/2021,21.98,
112-2414591-6774607,26/10/2021,7.99,
114-0307196-2615444,25/10/2021,7.99,
111-8807388-9937838,25/10/2021,7.99,
112-4974311-3586627,25/10/2021,23.98,
114-6487930-6909023,25/10/2021,7.99,
111-5167173-9841845,24/10/2021,6.99,
111-5167173-9841845,24/10/2021,7.99,
113-7353160-8429829,24/10/2021,7.99,
111-2545638-3174658,24/10/2021,7.99,
112-5146739-9640251,24/10/2021,7.99,
111-7027721-5229861,24/10/2021,7.99,
113-1761498-9470620,24/10/2021,31.96,
113-8193553-5858600,23/10/2021,7.99,
114-1225027-3210637,23/10/2021,7.99,
114-5976920-1723435,22/10/2021,7.99,
114-6054700-6743424,22/10/2021,7.99,
112-7096609-5441024,22/10/2021,6.99,
114-4815217-8604259,21/10/2021,13.99,
111-8167829-7342647,21/10/2021,13.99,
111-8167829-7342647,21/10/2021,13.99,
113-4449715-8653838,21/10/2021,7.99,
114-8501969-5127450,21/10/2021,7.99,
111-0175239-7032254,21/10/2021,7.99,
113-8419629-8829004,21/10/2021,6.99,
113-8419629-8829004,21/10/2021,7.99,
113-1317750-3626651,21/10/2021,7.99,
113-7184379-0360238,20/10/2021,7.99,
114-1660118-6700235,20/10/2021,7.99,
113-2468320-9581868,20/10/2021,7.99,
113-2468320-9581868,20/10/2021,7.99,
111-0038640-3006641,20/10/2021,7.99,
113-2550496-1823417,19/10/2021,7.99,
111-8613949-0747465,19/10/2021,7.99,
112-9108038-0085061,18/10/2021,13.99,
113-3773787-1730616,18/10/2021,13.99,
112-0513624-0052246,18/10/2021,7.99,
112-6002040-1611425,18/10/2021,7.99,
113-5142945-3985050,18/10/2021,7.99,
113-3688818-8351426,18/10/2021,13.98,
113-5683990-4840240,18/10/2021,21.98,
114-8395800-0378635,18/10/2021,7.99,
111-5445515-1060256,18/10/2021,7.99,
111-5445515-1060256,18/10/2021,7.99,
112-1464765-4505051,17/10/2021,6.99,
112-2951813-5449865,17/10/2021,7.99,
113-8680698-6868240,17/10/2021,7.99,
113-1205113-6929836,17/10/2021,13.99,
113-0344336-2705862,17/10/2021,6.99,
114-5408658-0402658,16/10/2021,7.99,
111-8320189-2745843,16/10/2021,9.99,
112-9585241-3270622,16/10/2021,17.98,
112-1138995-4813053,16/10/2021,13.99,
112-1138995-4813053,16/10/2021,13.99,
112-1138995-4813053,16/10/2021,7.99,
114-0906032-5624244,16/10/2021,13.99,
114-0906032-5624244,16/10/2021,13.99,
114-0906032-5624244,16/10/2021,13.99,
114-0906032-5624244,16/10/2021,13.99,
113-0702037-2473849,16/10/2021,7.99,
113-6948516-8281826,15/10/2021,13.99,
111-0166075-2822608,15/10/2021,7.99,
111-2783184-8437859,15/10/2021,23.98,
112-6277869-2870664,15/10/2021,13.99,
111-0928537-9622625,14/10/2021,13.99,
113-3510249-7361815,14/10/2021,7.99,
112-9719773-1465857,14/10/2021,6.99,
114-6006494-5296225,14/10/2021,7.99,
114-6006494-5296225,14/10/2021,7.99,
113-4353599-2025861,13/10/2021,7.99,
113-7079465-5625808,13/10/2021,15.98,
114-8331497-1506666,12/10/2021,7.99,
114-0562467-9105047,12/10/2021,7.99,
114-8942748-5047421,11/10/2021,7.99,
113-3308487-7661010,11/10/2021,6.99,
113-3072077-0877056,11/10/2021,7.99,
113-3072077-0877056,11/10/2021,7.99,
113-0112672-6001029,11/10/2021,7.99,
112-2116820-7273854,11/10/2021,9.99,
111-6723707-0045048,11/10/2021,24.99,
111-9014189-7978630,10/10/2021,7.99,
114-3393055-6421806,09/10/2021,21.98,
113-4039781-9525064,09/10/2021,13.99,
113-2431151-9327409,09/10/2021,27.51,
112-0182334-5082640,08/10/2021,11.99,
111-7368301-7367436,08/10/2021,11.99,
111-7034703-9652231,08/10/2021,15.60,
113-0838330-4650621,07/10/2021,23.97,
112-3775768-8089000,07/10/2021,13.99,
111-3687619-3188233,07/10/2021,11.99,
114-1372616-6381043,07/10/2021,11.99,
112-1081299-7254643,07/10/2021,11.99,
113-2047482-5319440,06/10/2021,6.99,
114-7329000-8980265,06/10/2021,7.99,
114-2875961-0884219,06/10/2021,7.99,
114-2977540-0558625,06/10/2021,7.99,
112-2803609-3969801,06/10/2021,7.99,
112-3455571-1601056,06/10/2021,7.99,
114-6088380-3100208,05/10/2021,7.99,
112-8757420-6149030,05/10/2021,7.99,
112-8757420-6149030,05/10/2021,7.99,
112-8757420-6149030,05/10/2021,7.99,
112-6942396-9001810,05/10/2021,7.99,
112-9824968-9066635,05/10/2021,7.99,
111-7320174-3715467,05/10/2021,13.99,
113-7369603-9518631,05/10/2021,13.98,
112-0612247-1300226,04/10/2021,6.99,
112-4350170-8848258,04/10/2021,9.99,
114-5217072-6917067,04/10/2021,6.99,
111-2351054-3964206,04/10/2021,13.99,
112-8267229-6212231,04/10/2021,7.99,
112-4652117-9145008,04/10/2021,6.99,
114-9698982-1674652,03/10/2021,11.99,
112-1342369-3858669,03/10/2021,35.22,
111-1487694-6461827,03/10/2021,23.98,
113-5810035-4250609,02/10/2021,7.99,
112-5163874-1949810,02/10/2021,7.99,
114-4143440-0572237,02/10/2021,11.99,
113-4465628-6323459,01/10/2021,7.99,
